鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
蘆洲區,房地(土地+建物)+車位,長安街121~150號,23.41,都市：其他:住宅區,,,1100401,土地1建物1車位1,二層,八層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0820922,166.05,4,2,2,有,無,14100000,84914,坡道平面,0.0,0,陽台外推；,RPPTMLRLMHGGFGF98DA,93.99,0.0,9.36,有,0145
三重區,房地(土地+建物),福德南路24巷1~30號,29.98,都市：其他:商業區,,,1100412,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0761212,131.65,4,1,2,有,無,12000000,91151,,0.0,0,頂樓加蓋；,RPRPMLQLMHGGFGF68DA,109.37,0.0,10.38,無,
三重區,房地(土地+建物),忠孝路二段65巷1弄1~30號,16.53,都市：其他:道路用地,,,1100414,土地2建物1車位0,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790223,113.17,2,2,2,有,有,12500000,110453,,0.0,0,其他增建；,RPQRMLOKMHGGFGF48DA,93.76,0.0,10.8,有,
蘆洲區,房地(土地+建物),信義路188巷15弄1~30號,34.2,都市：其他:住宅區,,,1100326,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770702,117.53,5,0,5,有,無,13080000,111291,,0.0,0,陽台外推；含租約；,RPRQMLQLLHGGFGF68DA,107.3,0.0,10.23,無,0146
蘆洲區,房地(土地+建物),長安街31~60號,28.13,都市：其他:住宅區,,,1100320,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760923,102.21,4,2,1,有,無,8650000,84630,,0.0,0,陽台外推；其他增建；,RPTQMLTLLHGGFGF56DA,93.03,0.0,9.18,無,
淡水區,房地(土地+建物)+車位,濱海路三段571~600號,64.37,都市：其他:第三種住宅區。,,,1100202,土地1建物1車位3,四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080524,388.74,0,0,0,無,有,38000000,111587,坡道平面,80.46,3600000,,RPRQMLKKNHGGFEF97DA,175.82,0.0,26.24,有,
淡水區,房地(土地+建物),英專路65巷1~30號,5.38,都市：其他:道路用地,,,1100418,土地2建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961026,39.01,1,1,1,有,有,4230000,108434,,0.0,0,,RPSQMLKKNHGGFEF08DA,21.88,1.4,2.22,有,0147
淡水區,房地(土地+建物)+車位,新市二路三段172巷1~30號,22.2,都市：其他:第六種住宅區,,,1100331,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070810,167.10000000000002,3,2,2,有,有,10350000,61939,坡道平面,26.49,0,,RPUQMLKKNHGGFEF28DA,92.05,0.0,8.12,有,0148
淡水區,房地(土地+建物)+車位,新春街91~120號,27.72,都市：其他:住宅區,,,1100406,土地1建物1車位1,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0971120,165.73000000000002,3,2,2,有,有,9980000,60218,坡道平面,23.49,0,,RPWPMLKKNHGGFEF38DA,90.79,0.0,10.79,有,
八里區,房地(土地+建物),中華路二段451~480號,3.91,都市：其他:第三種住宅區。,,,1100418,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871014,37.519999999999996,1,0,1,有,有,2700000,71962,,0.0,0,,RPPPMLRJNHGGFEF28DA,27.99,0.0,4.76,有,
淡水區,房地(土地+建物)+車位,自強路91~120號,21.78,都市：其他:住宅區(四),,,1100421,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820616,160.51999999999998,3,2,2,有,有,10800000,67281,升降平面,41.67,0,陽台外推；,RPWSMLKKNHGGFEF68DA,90.17,1.5,15.01,有,
淡水區,房地(土地+建物)+車位,新市二路三段1~30號,25.96,都市：其他:第六種住宅區,,,1100403,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010607,214.59000000000003,4,2,2,有,有,12050000,56154,坡道平面,21.04,0,,RPUTMLLKNHGGFEF68DA,115.09,12.25,10.77,有,
貢寮區,土地,貢寮段內寮小段931~960地號,1021.0,,山坡地保育區,農牧用地,1100129,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,275670,270,,0.0,0,,RPRNMLSJKHGGFFF18DA,0.0,0.0,0.0,無,
瑞芳區,房地(土地+建物),瑞濱里永龍新1~30號,37.67,,山坡地保育區,丙種建築用地,1100412,土地3建物1車位0,二層，陽台,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,90.22,2,1,1,有,無,2200000,24385,,0.0,0,,RPTNMLQKMHGGFFF48DA,90.22,0.0,0.0,無,0149
淡水區,房地(土地+建物)+車位,新市三路一段91~120號,16.92,都市：其他:第五種住宅區,,,1100406,土地1建物1車位1,十七層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,115.46000000000001,2,1,2,有,無,8950000,83481,坡道平面,25.02,1400000,,RPXPMLRJNHGGFEF09DA,53.25,3.72,4.17,有,
八里區,房地(土地+建物)+車位,忠孝路301~330號,23.9,都市：其他:第一種住宅區,,,1100218,土地2建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071022,138.14,2,2,1,有,有,7380000,61528,坡道平面,32.66,890000,,RPSPMLRJNHGGFEF58DA,62.81,0.0,7.99,有,
八里區,房地(土地+建物)+車位,忠孝路301~330號,16.73,都市：其他:第一種住宅區,,,1100318,土地2建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071022,107.03999999999999,1,2,1,有,有,5800000,65475,坡道平面,32.66,930000,,RPTPMLRJNHGGFEF68DA,43.41,0.0,6.47,有,
八里區,房地(土地+建物)+車位,忠孝路301~330號,23.9,都市：其他:第一種住宅區,,,1100218,土地2建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071022,139.4,2,2,1,有,有,7500000,61551,坡道平面,32.66,930000,,RPUPMLRJNHGGFEF78DA,62.81,1.26,7.99,有,
淡水區,房地(土地+建物)+車位,新市三路一段91~120號,16.92,都市：其他:第五種住宅區,,,1100123,土地1建物1車位1,二十層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,115.46000000000001,2,1,2,有,有,9000000,84034,坡道平面,25.02,1400000,,RPQWMLQJNHGGFEF98DA,53.25,3.72,4.17,有,
淡水區,房地(土地+建物)+車位,新市三路一段91~120號,26.91,都市：其他:第五種住宅區,,,1100325,土地1建物1車位1,二十二層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,178.35,3,2,2,有,有,14010000,82241,坡道平面,25.02,1400000,,RPRWMLQJNHGGFEF09DA,88.7,3.61,11.58,有,
淡水區,房地(土地+建物)+車位,新市三路一段91~120號,16.92,都市：其他:第五種住宅區,,,1100404,土地1建物1車位1,二十二層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,115.46000000000001,2,1,2,有,有,9030000,84365,坡道平面,25.02,1400000,,RPSWMLQJNHGGFEF56DA,53.25,3.72,4.17,有,
淡水區,房地(土地+建物)+車位,新市三路一段91~120號,26.91,都市：其他:第五種住宅區,,,1100412,土地1建物1車位1,二十六層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,178.58999999999997,3,2,2,有,有,14800000,86280,坡道平面,25.02,1550000,,RPTWMLQJNHGGFEF66DA,88.94,3.61,11.58,有,
淡水區,房地(土地+建物)+車位,新市三路一段61~90號,16.72,都市：其他:第五種住宅區,,,1100312,土地1建物1車位1,十三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,114.43,2,1,2,有,有,8400000,79409,坡道平面,25.02,1300000,,RPUWMLQJNHGGFEF76DA,52.13,3.93,4.66,有,
淡水區,房地(土地+建物)+車位,新市三路一段91~120號,16.92,都市：其他:第五種住宅區,,,1100412,土地1建物1車位1,二層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,115.46000000000001,2,1,2,有,有,8130000,75520,坡道平面,25.02,1300000,,RPVWMLQJNHGGFEF86DA,53.25,3.72,4.17,有,
淡水區,房地(土地+建物),學府路128巷1~30號,9.71,都市：其他:住宅區,,,1100425,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800314,46.34,1,0,0,有,有,2640000,56970,,0.0,0,,RPRPMLQJNHGGFEF38DA,27.05,0.0,2.35,有,
淡水區,房地(土地+建物),民權路211~240號,9.16,都市：其他:住宅區(四),,,1100328,土地1建物1車位0,十五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0961005,92.42999999999999,2,1,1,有,有,11400000,123337,,0.0,0,陽台外推；,RPXRMLQJNHGGFEF56DA,52.84,0.0,8.28,有,
淡水區,房地(土地+建物),水源街二段177巷91~120號,6.69,都市：其他:住宅區,,,1100404,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851202,47.870000000000005,1,1,1,有,有,3460000,72279,,0.0,0,夾層；,RPQOMLSLMHGGFEF48DA,30.39,0.42,4.75,有,0150
八里區,房地(土地+建物),商港路1~30號,14.17,都市：其他:第三種住宅區。,,,1100330,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820504,115.2,2,2,2,有,有,5900000,51215,,0.0,0,,RPPRMLTJMHGGFEF58DA,91.73,0.0,8.86,有,0151
淡水區,房地(土地+建物)+車位,濱海路二段211~240號,25.33,都市：其他:第五之一種住宅區,,,1100224,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060216,177.38,3,2,2,有,有,10650000,66177,坡道平面,33.07,1100000,,RPTQMLTLMHGGFEF09DA,84.74,6.16,7.99,有,
淡水區,房地(土地+建物)+車位,坪頂路61~90號,26.75,都市：其他:住宅區(二),,,1100401,土地1建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090709,180.17000000000002,3,2,2,有,有,12000000,70053,坡道平面,35.28,1850000,,RPQPMLKMMHGGFEF87DA,83.81,4.52,8.94,有,
淡水區,房地(土地+建物)+車位,新市一路一段91~120號,19.37,都市：其他:第五種住宅區,,,1100417,土地1建物1車位1,十五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051020,151.34,3,2,2,有,有,9700000,64094,坡道平面,27.6,0,雨遮增設鋁窗,RPSPMLKMMHGGFEF08DA,73.89,7.58,5.07,有,0152
淡水區,房地(土地+建物)+車位,坪頂路51巷1~30號,117.37,都市：其他:住宅區(二),,,1100323,土地1建物1車位2,全,四層,透天厝,住家用,鋼筋混凝土造,1001004,411.22,6,3,7,有,無,27000000,65658,坡道平面,35.18,0,,RPSTMLRLMHGGFEF09DA,251.87,18.89,36.65,有,0153
淡水區,房地(土地+建物)+車位,新市二路四段230巷61~90號,27.65,都市：其他:第五種住宅區,,,1100318,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080118,189.53,3,2,2,有,有,11580000,61099,坡道平面,32.76,0,房屋款折讓56000元整.,RPROMLKLMHGGFEF77DA,91.79,6.2,8.65,有,
淡水區,房地(土地+建物)+車位,新市二路四段230巷61~90號,28.02,都市：其他:第五種住宅區,,,1100302,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080118,193.10000000000002,3,2,2,有,有,12200000,63180,坡道平面,35.76,0,房屋款折讓56000元整.,RPSPMLMLMHGGFEF18DA,91.54,7.34,8.14,有,
汐止區,房地(土地+建物),福德一路61~90號,5.31,都市：其他:第二種住宅區,,,1100427,土地2建物1車位0,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860305,35.58,0,0,1,有,有,4150000,116639,,0.0,0,,RPVPMLLKNHGGFDF28DA,22.91,0.0,3.72,有,
汐止區,房地(土地+建物),大同路二段184巷1~30號,11.88,都市：其他:第二種住宅區,,,1100405,土地2建物1車位0,二十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870903,92.5,2,2,1,有,有,12450000,134595,,0.0,0,,RPTOMLKKNHGGFDF87DA,58.4,0.8,8.21,有,0154
汐止區,房地(土地+建物)+車位,新興路91~120號,31.12,都市：其他:第二種住宅區,,,1100417,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991109,213.5,4,2,2,有,有,22600000,112078,坡道平面,29.7,2000000,,RPVOMLKKNHGGFDF08DA,114.99,8.3,5.04,有,
汐止區,房地(土地+建物),復興路61~90號,34.67,都市：其他:第二種住宅區,,,1100419,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0660713,71.52,0,0,0,無,無,6080000,85011,,0.0,0,,RPQPMLKKNHGGFDF67DA,58.12,0.0,13.4,無,
汐止區,房地(土地+建物)+車位,新台五路一段151~180號,6.73,都市：其他:商業區,,,1100415,土地1建物1車位1,二層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890523,147.44,3,2,1,有,有,13400000,90884,坡道平面,0.0,0,,RPUPMLKKNHGGFDF08DA,69.77,1.65,9.24,有,
汐止區,房地(土地+建物),新台五路二段61~90號,10.33,都市：其他:第二種住宅區,,,1100420,土地1建物1車位0,六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880812,101.96000000000001,3,2,2,有,有,9000000,88270,,0.0,0,急買急賣；,RPXPMLKKNHGGFDF38DA,72.07,0.0,9.93,有,
汐止區,房地(土地+建物)+車位,康寧街885巷31~60號,45.66,,山坡地保育區,丙種建築用地,1100331,土地1建物1車位1,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0881014,113.8,4,2,2,有,有,7200000,63269,坡道平面,0.0,1000000,其他增建；,RPOOMLSJNHGGFDF08DA,64.16,0.0,9.59,無,
汐止區,房地(土地+建物)+車位,福德二路61~90號,18.35,都市：其他:第二種住宅區,,,1100405,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980224,180.34,4,2,2,有,有,21000000,116447,坡道平面,15.38,0,陽台外推；,RPPNMLTJNHGGFDF18DA,96.75,5.22,10.42,有,0155
汐止區,土地,智興段781~810地號,0.25,都市：其他:第二種住宅區,,,1100426,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,60000,0,,0.0,0,,RPVRMLKKNHGGFDF38DA,0.0,0.0,0.0,無,
汐止區,房地(土地+建物),湖前街1~30號,20.12,都市：其他:第二種住宅區,,,1100327,土地1建物1車位0,一層，騎樓，夾層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0831101,104.32,0,0,0,無,有,19400000,185966,,0.0,0,夾層；,RPXNMLLKNHGGFDF28DA,76.44,0.0,0.0,有,0156
汐止區,房地(土地+建物)+車位,樟樹二路106巷1~30號,17.78,都市：其他:第二種住宅區,,,1100329,土地1建物1車位1,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840216,143.38,3,2,2,有,有,13000000,90668,坡道平面,0.0,0,陽台外推；,RPQPMLPJNHGGFDF08DA,100.01,1.63,8.98,有,
汐止區,房地(土地+建物)+車位,福德二路156巷31~60號,17.6,都市：其他:第二種住宅區,,,1100412,土地1建物1車位1,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850116,128.43,3,2,2,有,有,12480000,97174,坡道平面,0.0,0,,RPXNMLPJNHGGFDF58DA,66.08,1.59,8.7,有,
汐止區,車位,新昌路31~60號,0.21,都市：其他:第二種住宅區,,,1100502,土地1建物1車位2,,,其他,,,,43.12,0,0,0,有,有,2100000,,坡道機械,43.12,2100000,僅車位交易；,RPOOMLNJNHGGFDF57DA,0.0,0.0,0.0,有,0157
金山區,房地(土地+建物)+車位,中山路271~300號,35.37,都市：其他:住宅區,,,1100411,土地2建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970701,122.69,1,1,1,有,有,4850000,39531,坡道平面,33.0,0,,RPPPMLOLMHGGFDF97DA,47.38,9.34,3.93,有,0158
汐止區,房地(土地+建物),瑞松街150巷1~30號,20.8,,山坡地保育區,丙種建築用地,1100408,土地1建物1車位0,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810703,56.98,0,0,0,無,有,2600000,45630,,0.0,0,,RPXNMLNLMHGGFDF48DA,42.45,0.0,3.84,有,
汐止區,房地(土地+建物),瑞松街150巷1~30號,20.8,,山坡地保育區,丙種建築用地,1100408,土地1建物1車位0,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810703,61.64,0,0,0,無,有,2600000,42180,,0.0,0,,RPOOMLNLMHGGFDF67DA,47.11,0.0,3.84,有,0159
汐止區,房地(土地+建物),福德二路1~30號,7.38,都市：其他:第二種住宅區,,,1100331,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840316,69.27,2,1,1,有,有,7900000,114046,,0.0,0,陽台外推；,RPOOMLRJMHGGFDF87DA,46.41,0.0,5.39,有,0160
新店區,房地(土地+建物)+車位,直潭四街1~30號,200.0,都市：其他:住宅區,,,1100401,土地1建物1車位2,全,三層,透天厝,住宅,鋼筋混凝土造,1050114,312.58,2,2,1,有,有,35700000,114211,坡道平面,0.0,0,,RPOOMLNKNHGGFCF57DA,291.55,5.73,15.3,有,0161
新店區,土地,直潭段灣潭小段1~30地號,707.0,都市：其他:河川區(含兼供道路使用),,,1100226,土地8建物0車位0,,,其他,,,,0.0,0,0,0,有,無,50260000,71089,,0.0,0,,RPQOMLRJNHGGFCF08DA,0.0,0.0,0.0,無,0162
新店區,土地,蘭溪段121~150地號,9.72,都市：其他:,,,1100429,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,240000,24691,,0.0,0,,RPQOMLKKNHGGFCF47DA,0.0,0.0,0.0,無,
新店區,房地(土地+建物)+車位,北新路二段1~30號,18.76,都市：其他:第四種住宅區,,,1100405,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1071005,147.59,3,2,2,有,有,27500000,186327,塔式車位,15.68,0,土地總價:17875000元 建物總價:9625000元其他增建；,RPUOMLPJNHGGFCF28DA,75.73,4.92,6.83,有,
新店區,房地(土地+建物)+車位,新坡一街61~90號,49.39,,山坡地保育區,丙種建築用地,1100317,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840704,126.43,2,1,2,有,有,9400000,74349,坡道平面,0.0,0,含土地增值稅或其他稅費；親友、員工、共有人或其他特殊關係間之交易；,RPWOMLNJNHGGFCF28DA,66.15,2.25,8.57,有,0163
新店區,土地,香坡段721~750地號,274.9,都市：其他:保護區,,,1100427,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1247359,4538,,0.0,0,農作物；,RPPNMLOLMHGGFCF67DA,0.0,0.0,0.0,無,
深坑區,房地(土地+建物),文化街39巷1~30號,14.79,都市：其他:住宅區,,,1100328,土地2建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831104,92.30999999999999,2,2,1,有,有,8880000,96198,,0.0,0,陽台外推；,RPOOMLLLMHGGFCF37DA,67.44,0.53,8.35,有,
新店區,房地(土地+建物),中央路151~180號,14.8,都市：其他:捷運系統用地,,,1100413,土地3建物1車位0,十三層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造、鋼筋混凝土構造,1011114,80.0,2,2,1,有,有,14580000,182250,,0.0,0,,RPTNMLOKMHGGFCF97DA,47.83,2.56,3.85,有,0164
新店區,房地(土地+建物),德正街27巷29弄31~60號,34.97,都市：其他:第四種住宅區,,,1100401,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670705,99.62,3,2,2,有,無,13360000,134110,,0.0,0,,RPRNMLNKMHGGFCF67DA,85.73,0.0,13.89,無,
新莊區,房地(土地+建物),思源路332巷31~60號,28.56,都市：其他:第二種住宅區,,,1100320,土地1建物1車位0,四層,十一層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091006,123.88,3,2,2,有,有,18120000,146271,,0.0,0,,RPRNMLLKNHGGFBF47DA,64.96,2.31,8.14,有,
新莊區,土地,副都心段一小段151~180地號,1612.09,都市：其他:第二種住宅區,,,1100428,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,824200000,511262,,0.0,0,,RPTNMLLKNHGGFBF67DA,0.0,0.0,0.0,無,0165
林口區,房地(土地+建物)+車位,忠孝路91~120號,14.99,都市：其他:第五種住宅區,,,1100331,土地1建物1車位1,二十七層,二十九層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1080531,145.95,2,2,2,有,有,16900000,117066,坡道平面,20.38,2200000,,RPVWMLKKNHGGFBF68DA,66.74,7.82,8.74,有,
林口區,房地(土地+建物)+車位,忠孝路91~120號,18.92,都市：其他:第五種住宅區,,,1100329,土地1建物1車位1,十六層,二十九層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1080531,180.04000000000002,3,2,2,有,有,21020000,117875,坡道平面,20.38,2200000,,RPSNNLKKNHGGFBF57DA,87.43,9.57,8.9,有,
林口區,房地(土地+建物)+車位,忠孝路91~120號,10.48,都市：其他:第五種住宅區,,,1100407,土地1建物1車位1,二十八層,二十九層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1080531,106.63,2,1,1,有,有,13580000,131942,坡道平面,20.38,2200000,,RPRQNLKKNHGGFBF77DA,48.83,3.52,4.85,有,
林口區,房地(土地+建物)+車位,忠孝路91~120號,15.1,都市：其他:第五種住宅區,,,1100413,土地1建物1車位1,二十四層,二十九層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1080531,146.57999999999998,2,2,2,有,有,17000000,117274,坡道平面,20.38,2200000,,RPORNLKKNHGGFBF57DA,66.74,8.23,8.74,有,
林口區,房地(土地+建物)+車位,民富街61~90號,18.75,都市：其他:中心商業區,,,1100407,土地1建物1車位2,十五層,二十九層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090122,246.51,3,2,3,有,有,25170000,102105,坡道平面,45.6,0,,RPSOMLKKNHGGFBF57DA,122.29,4.87,11.71,有,
林口區,房地(土地+建物)+車位,民富街61~90號,18.75,都市：其他:中心商業區,,,1100407,土地1建物1車位2,十六層,二十九層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090122,246.51,3,2,3,有,有,25190000,102187,坡道平面,45.6,0,,RPTOMLKKNHGGFBF67DA,122.29,4.87,11.71,有,
新莊區,車位,幸福東路121~150號,0.03,都市：其他:第二種住宅區,,,1100429,土地1建物1車位1,,,其他,,,,31.72,0,0,0,有,無,1800000,,坡道平面,31.72,1800000,僅車位交易；,RPVOMLKKNHGGFBF87DA,0.0,0.0,0.0,無,0166
林口區,房地(土地+建物)+車位,中華一路91~120號,34.3,都市：其他:中心商業區,,,1100414,土地1建物1車位2,十一層,二十九層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1030618,398.03,3,2,2,有,有,33000000,84522,坡道平面,45.46,3200000,,RPRPMLKKNHGGFBF57DA,218.48,8.33,20.4,有,0167
新莊區,房地(土地+建物)+車位,中正路377巷1~30號,18.71,都市：其他:住宅區,,,1100414,土地1建物1車位1,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880210,153.22,3,2,2,有,有,13000000,84845,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQPMLRJNHGGFBF08DA,77.41,0.0,14.07,有,
新莊區,房地(土地+建物),後港一路61~90號,27.32,都市：其他:住宅區,,,1100416,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731226,98.48,3,2,2,有,無,8880000,90171,,0.0,0,,RPVNMLSJNHGGFBF48DA,89.03,0.0,3.87,無,0168
新莊區,房地(土地+建物)+車位,五權一路1~30號,28.66,,工業區,丁種建築用地,1100313,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),社區住宅,鋼筋混凝土造,1091222,162.51999999999998,3,2,2,有,有,17450000,120767,坡道平面,29.62,1400000,,RPPNMLTJNHGGFBF97DA,83.77,0.0,8.18,有,
新莊區,房地(土地+建物)+車位,中原路181~210號,9.24,都市：其他:住宅區,,,1100424,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970527,100.72,1,1,1,有,有,9790000,97200,坡道平面,34.66,0,,RPVNMLKKNHGGFBF77DA,43.58,0.0,3.84,有,
五股區,房地(土地+建物)+車位,凌雲路一段158巷57弄1~30號,33.58,都市：其他:住宅區,,,1100416,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091118,150.75,3,2,2,有,有,10920000,72443,坡道平面,0.0,1150000,預售屋、或土地及建物分次登記案件；,RPVNMLRJNHGGFBF38DA,66.14,12.35,5.12,有,
泰山區,房地(土地+建物),楓江路16巷1~30號,95.0,都市：其他:住宅區,,,1100421,土地1建物1車位0,全,二層,透天厝,商業用,加強磚造,0640801,147.73,2,2,2,有,無,14500000,98152,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTSMLQJNHGGFBF58DA,147.73,0.0,0.0,無,
新莊區,房地(土地+建物)+車位,中正路91~120號,23.76,都市：其他:住宅區,,,1100401,土地1建物1車位2,八層,十八層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1021115,249.82,4,2,2,有,有,33000000,132095,坡道平面,73.8,0,,RPOOMLQJNHGGFBF67DA,109.65,3.35,14.29,有,0169
五股區,土地,芳洲段1~30地號,849.81,都市：其他:住宅區,,,1100428,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,165700000,194985,,0.0,0,,RPVNMLPJNHGGFBF18DA,0.0,0.0,0.0,無,0170
林口區,房地(土地+建物)+車位,文化一路一段91~120號,42.41,都市：其他:第二種住宅區,,,1100410,土地1建物1車位2,十一層,二十層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1051228,223.75,3,2,2,有,有,19200000,85810,坡道平面,68.16,0,,RPSSMLPJNHGGFBF38DA,87.66,6.88,6.43,有,0171
