鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,total_floor
萬華區,房地(土地+建物)+車位,環河南路二段1~30號,8.13,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1090207,土地2建物1車位1,四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090807,105.63,2,2,1,有,無,15700000,165694,坡道機械,19.94,1500000,預售屋、或土地及建物分次登記案件；,RPWPMLLKKIPFFBA28DA,53.78,0.01,3.89,有,,24
內湖區,房地(土地+建物)+車位,星雲街210巷1~30號,19.28,都市：其他:第三種住宅區。,,,1091109,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910620,130.67000000000002,2,2,1,有,有,22580000,172802,坡道平面,44.52,0,,RPRNMLKKJIPFFCA47DA,59.49,0.0,5.91,有,,13
內湖區,房地(土地+建物)+車位,民權東路六段121~150號,15.92,都市：其他:第三種商業區。,,,1091115,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980106,217.15,4,2,2,有,有,37500000,172692,坡道平面,0.0,0,,RPUNMLMKKIPFFCA08DA,109.71,6.09,6.35,有,,14
中山區,房地(土地+建物),林森北路121~150號,4.36,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1091113,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971215,53.269999999999996,1,1,1,有,有,11660000,218885,,0.0,0,陽台外推；夾層；其他增建；,RPSSMLKKKIPFFCA18DA,27.05,1.05,8.54,有,179.0,15
松山區,房地(土地+建物)+車位,八德路二段366巷31~60號,43.66,都市：其他:第三種住宅區。,,,1091107,土地1建物1車位2,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010925,371.96000000000004,4,2,2,有,有,87500000,235240,坡道平面,83.66,0,陽台外推；其他增建；,RPOOMLLJKIPFFDA47DA,167.99,14.32,16.68,有,,14
大安區,房地(土地+建物)+車位,和平東路一段91~120號,38.1,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之壹種住宅區及第參種住宅區及第貳種商業區)。,,,1091031,土地1建物1車位3,十四層,三十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1031224,608.0699999999999,1,2,5,有,有,238880000,445504,坡道平面,92.07,9000000,,RPPPMLPKKIPFFFA38DA,295.97,10.63,24.42,有,,38
中山區,房地(土地+建物)+車位,松江路391~420號,28.54,都市：其他:第三種住宅區。,,,1091029,土地2建物1車位2,三層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040713,342.08,2,2,3,有,有,83000000,272528,坡道平面,59.54,6000000,,RPPUMLKMJIPFFCA28EA,161.71,15.66,19.26,有,190.0,17
中山區,房地(土地+建物)+車位,農安街1~30號,9.2,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1090706,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980622,158.29000000000002,2,1,1,有,有,28050000,177206,坡道平面,0.0,2500000,,RPSTMLKMJIPFFCA48EA,67.04,5.32,2.56,有,,14
北投區,房地(土地+建物)+車位,關渡路31~60號,32.89,都市：其他:第三種住宅區。,,,1091111,土地2建物1車位1,六層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1010810,294.28,3,2,3,有,有,50000000,190924,坡道平面,45.49,2500000,,RPWNMLQKKIPFFEA98EA,138.94,13.32,18.15,有,203.0,27
大安區,房地(土地+建物),和平東路二段311巷43弄1~30號,24.93,都市：其他:第三種住宅區。,,,1091103,土地1建物1車位0,七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740522,127.07,3,2,2,有,有,27500000,216416,,0.0,0,,RPTOMLOLJIPFFFA68EA,95.35,1.8,9.07,有,,17
大安區,房地(土地+建物),敦化南路一段301~330號,11.62,都市：其他:敦化南北路特定專用區(A區)(依都市計畫說明書圖規定辦理)(原屬第肆種住宅區)。,,,1091112,土地3建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0680316,84.37,3,2,2,有,有,21692000,257106,,0.0,0,,RPOQMLPKKIPFFFA48EA,63.44,0.0,7.6,有,,13
北投區,房地(土地+建物),溫泉路37巷1~30號,8.9,都市：其他:第三種住宅區。,,,1091106,土地2建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941111,44.53,1,1,1,有,有,6850000,153829,,0.0,0,陽台外推；夾層；,RPSPMLQKKIPFFEA78EA,25.02,0.37,1.43,有,,13
信義區,房地(土地+建物)+車位,永吉路331~360號,16.54,都市：其他:第三種住宅區。,,,1091118,土地2建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0750815,174.06,3,2,2,有,有,31800000,216457,坡道平面,43.78,3600000,含地政士服務費23000元；親友、員工、共有人或其他特殊關係間之交易；,RPOPMLRJKIPFFDA28EA,142.92,2.17,9.68,有,,14
信義區,房地(土地+建物)+車位,信義路六段15巷1~30號,36.16,都市：其他:第三種住宅區。,,,1091025,土地1建物1車位1,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830910,282.71,4,2,2,有,有,55000000,227048,坡道平面,60.3,4500000,,RPTPMLRJKIPFFDA78EA,234.81,1.22,24.92,有,,16
內湖區,房地(土地+建物),成功路五段1~30號,26.88,都市：其他:第一種商業區。,,,1091127,土地1建物1車位0,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840725,154.52,3,2,1,有,有,25680000,166192,,0.0,0,,RPPRMLPKKIPFFCA38EA,93.08,0.0,11.37,有,,16
南港區,房地(土地+建物)+車位,園區街1~30號,26.01,都市：其他:住宅區(特)。,,,1091023,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000412,171.36,3,2,2,有,有,34100000,246048,坡道平面,42.93,2500000,,RPXRMLQKJIPFFDA56DA,81.72,1.7,8.93,有,226.0,15
南港區,房地(土地+建物)+車位,經貿二路157巷36弄91~120號,55.2,都市：其他:住宅區(供商務住宅使用)。,,,1091023,土地1建物1車位2,八層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030306,380.20000000000005,3,2,2,有,有,79650000,209495,坡道平面,0.0,0,,RPTNMLQKKIPFFDA48DA,171.03,10.8,26.07,有,,21
士林區,房地(土地+建物)+車位,芝玉路二段61巷1~30號,66.76,都市：其他:第三種住宅區。,,,1091021,土地1建物1車位2,九層，十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910102,326.27,6,2,3,有,有,65000000,229894,坡道平面,67.88,5600000,其他增建；,RPUPMLLLIIPFFEA28DA,230.98,1.72,14.35,有,,14
內湖區,房地(土地+建物)+車位,成功路二段361~390號,19.39,都市：其他:第三種住宅區。,,,1091110,土地2建物1車位1,六層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860113,168.59,3,2,2,有,有,24800000,147094,坡道平面,40.26,0,,RPWQMLPKKIPFFCA88DA,84.62,2.5,11.12,有,,20
內湖區,房地(土地+建物)+車位,成功路五段391~420號,49.45,都市：其他:第二之二種住宅區(依都市計畫說明書圖規定辦理)。,,,1090812,土地3建物1車位1,七層，八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891016,200.78,3,2,2,有,有,41000000,204193,坡道平面,0.0,0,夾層；其他增建；,RPQSMLPKKIPFFCA48DA,108.54,0.0,4.0,有,228.0,19
內湖區,房地(土地+建物),康寧路三段31~60號,17.6,都市：其他:第三種住宅區。,,,1091115,土地1建物1車位0,六層，電梯樓梯間,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850904,79.28,2,1,1,有,有,17700000,223259,,0.0,0,陽台外推；其他增建；,RPTOMLQKKIPFFCA48DA,56.86,2.98,8.58,有,,13
萬華區,房地(土地+建物),環河南路二段1~30號,8.45,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1090708,土地2建物1車位0,六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090807,90.33,2,2,1,有,無,15020000,166279,,0.0,0,預售屋、或土地及建物分次登記案件；,RPRNMLTJKIPFFBA28DA,52.94,3.15,3.92,有,,24
文山區,房地(土地+建物),木柵路四段121~150號,27.67,都市：其他:交通用地(公共設施用地)。78/4/3,,,1091122,土地2建物1車位0,五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000214,89.69,2,2,2,有,有,18300000,204036,,0.0,0,,RPVNMLKMJIPFFAA87DA,56.28,1.87,5.71,有,236.0,19
文山區,房地(土地+建物)+車位,福興路106巷1~30號,28.86,都市：其他:第三種住宅區。,,,1091125,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010827,170.26,3,2,2,有,有,22500000,154154,坡道平面,35.33,1700000,,RPSOMLQKKIPFFAA18DA,60.56,5.5,3.78,有,239.0,14
中山區,房地(土地+建物),五常街11巷1~30號,17.79,都市：其他:第三之一種住宅區。,,,1091130,土地2建物1車位0,三層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,112.71,0,0,0,無,有,30900000,274155,,0.0,0,,RPSNMLKMJIPFFCA77DA,67.57,0.0,6.67,有,,17
中山區,房地(土地+建物),長安東路二段91~120號,5.1,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1091115,土地2建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970222,40.94,1,1,1,有,有,9200000,224719,,0.0,0,,RPSRMLRJKIPFFCA68DA,22.97,0.0,3.8,有,248.0,13
內湖區,房地(土地+建物)+車位,內湖路三段60巷1~30號,31.62,都市：其他:第三種住宅區。,,,1091118,土地1建物1車位2,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060407,258.23,3,2,2,有,有,51680000,232114,坡道平面,56.26,4800000,,RPQNMLRKKIPFFCA18DA,141.46,10.29,11.93,有,,19
北投區,房地(土地+建物)+車位,文林北路301~330號,26.06,都市：其他:第三種住宅區。,,,1090905,土地2建物1車位1,二十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040213,205.02999999999997,3,2,1,有,有,38700000,188753,坡道平面,36.19,0,,RPPNMLRKKIPFFEA28DA,101.68,10.5,9.28,有,,23
士林區,房地(土地+建物)+車位,環河北路三段181~210號,28.94,都市：其他:第三種住宅區。,,,1091207,土地2建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061214,214.51,4,2,2,有,有,25100000,117011,升降機械,13.32,0,,RPWPMLKKKIPFFEA48DA,109.65,10.43,12.12,有,,13
大安區,房地(土地+建物)+車位,復興南路二段31~60號,6.1,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1091124,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090803,91.46000000000001,1,1,1,有,有,27500000,349631,升降機械,19.67,2400000,,RPVQMLPKKIPFFFA09DA,38.28,2.76,3.39,有,,15
大安區,房地(土地+建物),復興南路二段31~60號,4.96,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1060220,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090803,58.08,1,1,1,有,有,19980000,344008,,0.0,0,,RPVOMLKKKIPFFFA38DA,30.71,1.51,3.37,有,,15
大安區,房地(土地+建物)+車位,敦化南路二段200巷1~30號,53.62,都市：其他:第三種住宅區。,,,1091028,土地1建物1車位2,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980604,355.91999999999996,4,2,2,有,有,91500000,257087,坡道平面,0.0,0,其他增建；,RPPOMLNJKIPFFFA97DA,140.37,15.93,21.15,有,,13
中山區,房地(土地+建物)+車位,林森北路571~600號,9.57,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1091026,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000726,131.22,1,1,1,有,有,21450000,202629,坡道平面,39.18,2800000,,RPWUMLKMJIPFFCA98EA,51.6,1.08,4.59,有,,13
內湖區,房地(土地+建物)+車位,成功路五段450巷21弄31~60號,48.36,都市：其他:第三種住宅區。,,,1091117,土地1建物1車位2,五層，六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880731,254.22,4,2,3,有,有,45500000,178979,坡道平面,0.0,0,,RPPPMLRKKIPFFCA38EA,123.85,3.96,13.97,有,,14
中山區,房地(土地+建物)+車位,民權東路一段61~90號,32.76,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1091110,土地1建物1車位3,五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050524,415.27,2,2,3,有,有,90000000,216726,坡道平面,0.0,9300000,,RPRUMLKMJIPFFCA48EA,180.07,7.73,20.78,有,,16
大安區,房地(土地+建物)+車位,市民大道三段181~210號,32.9,都市：其他:第三之二種住宅區。,,,1090910,土地2建物1車位2,二十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050111,321.67999999999995,0,0,0,無,有,108870000,378087,坡道平面,49.6,6000000,,RPQPMLLKKIPFFFA18EA,163.0,10.69,14.48,有,,23
大安區,房地(土地+建物)+車位,市民大道三段151~180號,39.69,都市：其他:第三之二種住宅區。,,,1091201,土地2建物1車位3,十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050111,399.15,4,1,2,有,有,116880000,292822,坡道平面,0.0,0,政府機關標讓售；,RPVPMLLKKIPFFFA68EA,188.9,12.23,23.42,有,,23
大安區,房地(土地+建物)+車位,敦化南路一段121~150號,12.77,都市：其他:敦化南北路特定專用區(A區)(依都市計畫說明書圖規定辦理)(原屬第肆之壹種住宅區)。,,,1080910,土地2建物1車位2,九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090909,231.59,3,2,2,有,有,89805600,494555,坡道平面,64.56,7200000,,RPQPMLOLJIPFFFA48EA,100.05,4.39,6.97,有,,23
大安區,房地(土地+建物),敦化南路一段121~150號,12.34,都市：其他:敦化南北路特定專用區(A區)(依都市計畫說明書圖規定辦理)(原屬第肆之壹種住宅區)。,,,1070523,土地2建物1車位0,十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090909,167.03,3,2,2,有,有,78400000,469377,,0.0,0,,RPRPMLOLJIPFFFA58EA,100.05,4.39,6.97,有,,23
大安區,房地(土地+建物)+車位,敦化南路一段121~150號,23.93,都市：其他:敦化南北路特定專用區(A區)(依都市計畫說明書圖規定辦理)(原屬第肆之壹種住宅區)。,,,1080501,土地2建物1車位2,二十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090909,380.22,3,2,3,有,有,185460000,555851,坡道平面,64.56,10000000,,RPTPMLOLJIPFFFA78EA,190.51,7.07,12.17,有,,23
大安區,房地(土地+建物)+車位,敦化南路一段121~150號,20.93,都市：其他:敦化南北路特定專用區(A區)(依都市計畫說明書圖規定辦理)(原屬第肆之壹種住宅區)。,,,1070102,土地2建物1車位2,十九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090909,344.33000000000004,0,0,0,無,有,158204000,534739,坡道平面,64.56,8600000,預售屋、或土地及建物分次登記案件；,RPVPMLOLJIPFFFA98EA,166.2,6.85,14.32,有,,23
大安區,房地(土地+建物)+車位,敦化南路一段121~150號,20.9,都市：其他:敦化南北路特定專用區(A區)(依都市計畫說明書圖規定辦理)(原屬第肆之壹種住宅區)。,,,1080731,土地2建物1車位2,二十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090909,344.01,0,0,0,無,有,156344000,528696,坡道平面,64.56,8600000,預售屋、或土地及建物分次登記案件；,RPXPMLOLJIPFFFA56EA,165.98,6.89,14.32,有,,23
士林區,房地(土地+建物)+車位,天玉街31~60號,73.12,都市：其他:第三種住宅區。,,,1091127,土地1建物1車位2,四層,十九層,住宅大樓(11層含以上有電梯),住家用,見使用執照,0910917,381.07,4,2,3,有,有,90500000,237489,坡道平面,105.68,0,本件買賣總價含車位為新臺幣以下同玖仟零伍拾萬元整，其中拆分為：土地價款為柒仟貳佰參拾陸萬元整，建物價款壹仟捌佰壹拾肆萬元整。陽台外推；,RPWNMLRKKIPFFEA09EA,165.97,0.0,17.48,有,,19
士林區,房地(土地+建物),中正路691~720號,11.07,都市：其他:第三種住宅區。,,,1091204,土地2建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930518,81.02000000000001,2,1,1,有,有,9600000,118489,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRPMLSKKIPFFEA88EA,51.29,0.0,2.91,有,,13
